
SRPT   : 956.25 , 209.25  , 435.99 , 147.89 , 0.297  
OPR    : 925.12 , 170.00  , 407.87 , 147.40 , 0.293  
ECT    : 901.62 , 247.88  , 386.68 , 154.03 , 0.300  
LLM    : 940.88 , 389.62  , 419.62 , 151.90 , 0.298  
Random : 913.50 , 205.00  , 394.02 , 154.36 , 0.295  
EDD    : 966.25 , 149.62  , 443.87 , 161.72 , 0.297  
MST    : 918.88 , 223.38  , 395.03 , 162.25 , 0.294  
GPISRule1: 927.50 , 159.62  , 414.36 , 157.89 , 0.294  
GPISRule2: 874.50 , 107.00  , 366.95 , 164.15 , 0.297  
GPISRule3: 971.75 , 196.62  , 440.79 , 167.92 , 0.297  
GPISRule4: 891.62 , 284.62  , 364.87 , 159.68 , 0.294  
GPISRule5: 881.00 , 170.50  , 364.15 , 141.82 , 0.295  
